Year,Department,Job Code,Wages,Overtime,Fixed Benefits,Variable Benefits,Total,ObjectId
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,31,,,4.38,35.38,16146
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1728.25,,,243.93,1972.18,16147
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,3922.32,,,519.94,4442.26,16148
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,32,,,4.45,36.45,16149
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,180,,,25.84,205.84,16150
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,7576.88,,,1017.74,8594.62,16151
16,Parks & Community Services,RNG204 - Commnty Svcs Supv,97374.48,,19252.49,18388.04,135015.01,16152
17,Parks & Community Services,RNG204 - Commnty Svcs Supv,99127.2,,17335.86,19734.15,136197.21,16153
14,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,103655.72,,16909.59,17551.46,138116.77,16154
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,40,,,5.08,45.08,16155
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,551.75,,,72.89,624.64,16156
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,5537.29,,,738.17,6275.46,16157
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,90,,,11.92,101.92,16158
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,30,,,4.3,34.3,16159
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,2301,,,284.16,2585.16,16160
21,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,440,,,59.82,499.82,16161
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,3195,,,388.16,3583.16,16162
20,Parks & Community Services,"RMR704 - Instructor 1, Recreation",31.5,,,4.39,35.89,16163
20,Parks & Community Services,"RMR704 - Instructor 1, Recreation",30.26,,,3.33,33.59,16164
20,Parks & Community Services,"RMR704 - Instructor 1, Recreation",135.1,,,17.38,152.48,16165
21,Parks & Community Services,"RMR704 - Instructor 1, Recreation",19.3,,,2.67,21.97,16166
20,Parks & Community Services,"RMR704 - Instructor 1, Recreation",4464,,,621.29,5085.29,16167
20,Parks & Community Services,"RMR704 - Instructor 1, Recreation",1566,,,183.77,1749.77,16168
21,Parks & Community Services,"RMR704 - Instructor 1, Recreation",45,,,6.41,51.41,16169
20,Parks & Community Services,"RMR704 - Instructor 1, Recreation",0,,,7.16,7.16,16170
20,Parks & Community Services,"RMR705 - Instructor 2, Recreation",43,,,4.31,47.31,16171
20,Parks & Community Services,"RMR705 - Instructor 2, Recreation",2123.23,,,254.4,2377.63,16172
20,Parks & Community Services,"RMR705 - Instructor 2, Recreation",215.04,,,26.61,241.65,16173
20,Parks & Community Services,"RMR705 - Instructor 2, Recreation",10.52,,,0.82,11.34,16174
20,Parks & Community Services,"RMR705 - Instructor 2, Recreation",119.44,,,28.06,147.5,16175
20,Parks & Community Services,"RMR705 - Instructor 2, Recreation",1621.5,,,195.45,1816.95,16176
14,Parks & Community Services,"RNE101 - Dir, Parks & Commnty Svcs",190467.18,,17073.33,26309.31,233849.82,16177
15,Parks & Community Services,"RNE101 - Dir, Parks & Commnty Svcs",194275.47,,18140.15,28691.86,241107.48,16178
16,Parks & Community Services,"RNE101 - Dir, Parks & Commnty Svcs",194491.02,,19252.49,30334.04,244077.55,16179
14,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,86880.56,,17073.33,14717.55,118671.44,16180
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1712.5,,,212.43,1924.93,16181
18,Parks & Community Services,RNG204 - Commnty Svcs Supv,101803.68,,15447.63,21031.34,138282.65,16182
15,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,93221.68,,18140.15,16706.04,128067.87,16183
17,Parks & Community Services,RNG204 - Commnty Svcs Supv,99127.2,,17335.86,19769.03,136232.09,16184
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,2437.5,,,346.3,2783.8,16185
19,Parks & Community Services,RNG204 - Commnty Svcs Supv,105102.24,,15469.41,21998.18,142569.83,16186
16,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,4051.31,,805.51,766.68,5623.5,16187
18,Parks & Community Services,RNG204 - Commnty Svcs Supv,101803.68,,15507.64,21108.6,138419.92,16188
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1147.5,,,164.57,1312.07,16189
20,Parks & Community Services,RNG204 - Commnty Svcs Supv,106710.24,,11884.23,22454.24,141048.71,16190
14,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,85731.76,,17073.33,14521.04,117326.13,16191
19,Parks & Community Services,RNG204 - Commnty Svcs Supv,105102.24,,16119.3,22831,144052.54,16192
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,4225,,,568.76,4793.76,16193
21,Parks & Community Services,RNG204 - Commnty Svcs Supv,8972.56,,1310.26,1900.46,12183.28,16194
15,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,87327.12,,18140.15,15654.53,121121.8,16195
20,Parks & Community Services,RNG204 - Commnty Svcs Supv,107010.24,,11884.23,22459.2,141353.67,16196
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1117.5,,,160.1,1277.6,16197
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,985.5,,,147.53,1133.03,16198
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1038.75,,,148.02,1186.77,16199
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,621.01,10.13,,94.24,725.38,16200
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,5945.01,,,857.84,6802.85,16201
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,3240.76,,,463.78,3704.54,16202
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1042.5,,,148.22,1190.72,16203
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,3531.48,,,509.96,4041.44,16204
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,2432.38,,,347.66,2780.04,16205
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,3080.35,,,467.87,3548.22,16206
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1957.52,,,286.8,2244.32,16207
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1395,,,198.1,1593.1,16208
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,67.5,,,9.67,77.17,16209
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1425,,,202.65,1627.65,16210
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1057.5,,,151.5,1209,16211
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,142.5,,,18.9,161.4,16212
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,168.75,,,24.19,192.94,16213
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,3804,,,522.4,4326.4,16214
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,3156,,,439.22,3595.22,16215
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1521,,,214.73,1735.73,16216
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,922.5,,,143.38,1065.88,16217
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1590,,,225.58,1815.58,16218
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,3591,,,470.19,4061.19,16219
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,2442.42,,,315.29,2757.71,16220
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1162.5,,,164.5,1327,16221
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,540,,,77.38,617.38,16222
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,998.75,,,130.06,1128.81,16223
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1496,,,202.82,1698.82,16224
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,2201.93,,,301.39,2503.32,16225
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1503.17,,,207.79,1710.96,16226
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,3789,,,495.47,4284.47,16227
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,16767,,,2221.05,18988.05,16228
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,172.5,,,24.31,196.81,16229
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,390,,,55.85,445.85,16230
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,435,,,61.31,496.31,16231
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1027.5,,,147.19,1174.69,16232
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,3277.5,,,420.65,3698.15,16233
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,10117.5,,,1310.25,11427.75,16234
19,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,582.75,,,75.47,658.22,16235
20,Parks & Community Services,RMR703 - Rec Asst 3 - PBM Rate 7,1748.25,,,225.9,1974.15,16236
15,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,111627.58,,18140.15,19997.11,149764.84,16237
14,Parks & Community Services,RNG204 - Commnty Svcs Supv,94548,,17073.33,15906.96,127528.29,16238
15,Parks & Community Services,RNG204 - Commnty Svcs Supv,96420,,18140.15,17177.46,131737.61,16239
16,Parks & Community Services,RNG204 - Commnty Svcs Supv,99074.48,,19252.49,18625.41,136952.38,16240
17,Parks & Community Services,RNG204 - Commnty Svcs Supv,99127.2,,17335.86,19705.94,136169,16241
18,Parks & Community Services,RNG204 - Commnty Svcs Supv,101803.68,,15447.63,20957.18,138208.49,16242
19,Parks & Community Services,RNG204 - Commnty Svcs Supv,105102.24,,15469.41,21928.35,142500,16243
20,Parks & Community Services,RNG204 - Commnty Svcs Supv,106710.24,,11884.23,22351.19,140945.66,16244
21,Parks & Community Services,RNG204 - Commnty Svcs Supv,8972.56,,1310.26,1893.35,12176.17,16245
16,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,88191.84,,19252.49,16696.33,124140.66,16246
14,Parks & Community Services,RNG204 - Commnty Svcs Supv,150,,709.55,683.84,1543.39,16247
16,Parks & Community Services,RNG204 - Commnty Svcs Supv,93317.21,,18446.98,17623.41,129387.6,16248
21,Parks & Community Services,RNG204 - Commnty Svcs Supv,8972.56,,1310.26,1896.29,12179.11,16249
17,Parks & Community Services,RNG204 - Commnty Svcs Supv,99127.2,,17335.86,19787.62,136250.68,16250
14,Finance & Asset Management,RNG204 - Commnty Svcs Supv,2204.05,,0,0,2204.05,16251
17,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,89732.44,,17335.86,17963.97,125032.27,16252
18,Parks & Community Services,RNG204 - Commnty Svcs Supv,101803.68,,15447.63,21036.8,138288.11,16253
14,Parks & Community Services,RNG204 - Commnty Svcs Supv,94548,,17073.33,15939.93,127561.26,16254
18,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,92203.2,,15447.05,19120.73,126770.98,16255
19,Parks & Community Services,RNG204 - Commnty Svcs Supv,83440.85,,9017.8,14400.86,106859.51,16256
15,Parks & Community Services,RNG204 - Commnty Svcs Supv,96420,,18140.15,17208.74,131768.89,16257
19,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,95340.72,,15468.81,19987.3,130796.83,16258
19,Parks & Community Services,RNG204 - Commnty Svcs Supv,20885.95,,3218.35,4358.23,28462.53,16259
16,Parks & Community Services,RNG204 - Commnty Svcs Supv,88571.48,,20159.19,13061.38,121792.05,16260
20,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,76828.94,,11201.4,15470.72,103501.06,16261
15,Parks & Community Services,RNG204 - Commnty Svcs Supv,19276.6,,3820.23,3600.12,26696.95,16262
16,Parks & Community Services,RNG204 - Commnty Svcs Supv,95750.4,,19252.49,17917.69,132920.58,16263
17,Parks & Community Services,RNG204 - Commnty Svcs Supv,99888.36,,17335.86,19755.98,136980.2,16264
18,Parks & Community Services,RNG204 - Commnty Svcs Supv,102637.68,,15447.63,21028.84,139114.15,16265
19,Parks & Community Services,RNG204 - Commnty Svcs Supv,106086.24,,15469.41,22012.44,143568.09,16266
20,Parks & Community Services,RNG204 - Commnty Svcs Supv,107544.24,,11884.23,22407.81,141836.28,16267
21,Parks & Community Services,RNG204 - Commnty Svcs Supv,9042.06,,1310.26,1893.35,12245.67,16268
14,Parks & Community Services,RNG204 - Commnty Svcs Supv,178.4,,88.69,88.33,355.42,16269
15,Parks & Community Services,RNG204 - Commnty Svcs Supv,100,,,12.63,112.63,16270
16,Parks & Community Services,RNG204 - Commnty Svcs Supv,93227.81,,18446.98,17604.75,129279.54,16271
17,Parks & Community Services,RNG204 - Commnty Svcs Supv,99127.2,,17335.86,19793.47,136256.53,16272
18,Parks & Community Services,RNG204 - Commnty Svcs Supv,101803.68,,15447.63,21056.9,138308.21,16273
19,Parks & Community Services,RNG204 - Commnty Svcs Supv,105102.24,,15469.41,22031.47,142603.12,16274
20,Parks & Community Services,RNG204 - Commnty Svcs Supv,106860.24,,11884.23,22473.25,141217.72,16275
21,Parks & Community Services,RNG204 - Commnty Svcs Supv,8972.56,,1310.26,1899.05,12181.87,16276
18,Community Development,RNG204 - Commnty Svcs Supv,48406.68,,7726.77,10020.43,66153.88,16277
19,Community Development,RNG204 - Commnty Svcs Supv,104947.68,,15469.4,21922.53,142339.61,16278
20,Community Development,RNG204 - Commnty Svcs Supv,106710.24,,11884.23,22406.55,141001.02,16279
21,Community Development,RNG204 - Commnty Svcs Supv,8972.56,,1310.26,1902.21,12185.03,16280
14,Parks & Community Services,RNG204 - Commnty Svcs Supv,95052.96,,17073.33,15853.63,127979.92,16281
15,Parks & Community Services,RNG204 - Commnty Svcs Supv,98430,,18140.15,17599.3,134169.45,16282
16,Parks & Community Services,RNG204 - Commnty Svcs Supv,97878.48,,19252.49,18405.43,135536.4,16283
17,Parks & Community Services,RNG204 - Commnty Svcs Supv,99731.2,,17335.86,19778.22,136845.28,16284
18,Parks & Community Services,RNG204 - Commnty Svcs Supv,102307.68,,15447.63,21059.04,138814.35,16285
19,Parks & Community Services,RNG204 - Commnty Svcs Supv,105606.24,,15469.41,22022.14,143097.79,16286
20,Parks & Community Services,RNG204 - Commnty Svcs Supv,107214.24,,11884.23,22459.25,141557.72,16287
16,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,115040.56,,19252.49,21652.23,155945.28,16288
14,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,72154.32,,17073.33,12205.27,101432.92,16289
15,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,74983.12,,18140.15,13447.02,106570.29,16290
16,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,79511.68,,19252.49,15031.6,113795.77,16291
17,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,84990.08,,17335.86,17055.02,119380.96,16292
18,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,91033.04,,15447.05,18859.17,125339.26,16293
19,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,95690.72,,15468.81,20047.5,131207.03,16294
20,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,97447.04,,11884.23,20518.85,129850.12,16295
21,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,8126.4,,1310.26,1722.05,11158.71,16296
19,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,47364.39,,10313.63,10006.28,67684.3,16297
20,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,74194.32,,11884.23,15712.26,101790.81,16298
21,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,6550.44,,1310.26,1394.3,9255,16299
16,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,58586.88,,17641.47,11113.72,87342.07,16300
17,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,68045.62,,17335.86,13735.63,99117.11,16301
18,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,73376.88,,15445.91,15139.87,103962.66,16302
19,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,79542,,15467.85,16615.04,111624.89,16303
20,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,84797.04,,11884.23,17801.24,114482.51,16304
21,Parks & Community Services,RNG203 - Commnty Svcs Prg Coord,7486.52,,1310.26,1585.69,10382.47,16305
14,Parks & Community Services,RNG204 - Commnty Svcs Supv,95088,,17073.33,15931.92,128093.25,16306
15,Parks & Community Services,RNG204 - Commnty Svcs Supv,97157,,18140.15,17362.44,132659.59,16307
16,Parks & Community Services,RNG204 - Commnty Svcs Supv,97932.48,,19252.49,18429.71,135614.68,16308
17,Parks & Community Services,RNG204 - Commnty Svcs Supv,24921.3,,4354.56,4764.62,34040.48,16309
14,Parks & Community Services,RNG204 - Commnty Svcs Supv,1002.14,,163.74,168.96,1334.84,16310
14,Parks & Community Services,RNG204 - Commnty Svcs Supv,95088,,17073.33,16018.45,128179.78,16311
15,Parks & Community Services,RNG204 - Commnty Svcs Supv,70520.8,,12058.88,11417.11,93996.79,16312
14,Parks & Community Services,RNG204 - Commnty Svcs Supv,94548,,17073.33,15855.75,127477.08,16313
15,Parks & Community Services,RNG204 - Commnty Svcs Supv,97540,,18140.15,17483.14,133163.29,16314
16,Parks & Community Services,RNG204 - Commnty Svcs Supv,98066.73,,19252.49,18418.1,135737.32,16315
17,Parks & Community Services,RNG204 - Commnty Svcs Supv,99907.2,,17335.86,19790.7,137033.76,16316
18,Parks & Community Services,RNG204 - Commnty Svcs Supv,102583.68,,15447.63,21073.09,139104.4,16317
19,Parks & Community Services,RNG204 - Commnty Svcs Supv,105882.24,,15469.41,22018.84,143370.49,16318
20,Parks & Community Services,RNG204 - Commnty Svcs Supv,107840.24,,11884.23,22523.51,142247.98,16319
21,Parks & Community Services,RNG204 - Commnty Svcs Supv,9037.56,,1310.26,1902.58,12250.4,16320
14,Parks & Community Services,RNG204 - Commnty Svcs Supv,95020.5,,17073.33,16017.53,128111.36,16321
15,Parks & Community Services,RNG204 - Commnty Svcs Supv,97240,,18140.15,17284.19,132664.34,16322
17,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,117684.8,,17335.86,23200.18,158220.84,16323
17,Parks & Community Services,RNG204 - Commnty Svcs Supv,99377.2,,17335.86,19794.06,136507.12,16324
18,Parks & Community Services,RNG204 - Commnty Svcs Supv,101803.68,,15447.63,20992.97,138244.28,16325
19,Parks & Community Services,RNG204 - Commnty Svcs Supv,105102.24,,15469.41,21972.09,142543.74,16326
20,Parks & Community Services,RNG204 - Commnty Svcs Supv,104689.19,,11884.23,21948.73,138522.15,16327
21,Parks & Community Services,RNG204 - Commnty Svcs Supv,8972.56,,1310.26,1892.82,12175.64,16328
14,Parks & Community Services,RNG204 - Commnty Svcs Supv,94548,,17073.33,15999.61,127620.94,16329
15,Parks & Community Services,RNG204 - Commnty Svcs Supv,96420,,18140.15,17271.11,131831.26,16330
16,Parks & Community Services,RNG204 - Commnty Svcs Supv,97374.48,,19252.49,18404.3,135031.27,16331
17,Parks & Community Services,RNG204 - Commnty Svcs Supv,99377.2,,17335.86,19839.7,136552.76,16332
18,Parks & Community Services,RNG204 - Commnty Svcs Supv,101803.68,,15447.63,21087.27,138338.58,16333
19,Parks & Community Services,RNG204 - Commnty Svcs Supv,105102.24,,15469.41,22037.36,142609.01,16334
20,Parks & Community Services,RNG204 - Commnty Svcs Supv,106710.24,,11884.23,22466.77,141061.24,16335
21,Parks & Community Services,RNG204 - Commnty Svcs Supv,8972.56,,1542.1,2242.55,12757.21,16336
14,Parks & Community Services,RNG204 - Commnty Svcs Supv,94548,,17073.33,15976.81,127598.14,16337
15,Parks & Community Services,RNG204 - Commnty Svcs Supv,96920,,18140.15,17320.58,132380.73,16338
16,Parks & Community Services,RNG204 - Commnty Svcs Supv,97374.48,,19252.49,18392.32,135019.29,16339
17,Parks & Community Services,RNG204 - Commnty Svcs Supv,99377.2,,17335.86,19791.51,136504.57,16340
18,Parks & Community Services,RNG204 - Commnty Svcs Supv,101803.68,,15447.63,21047.74,138299.05,16341
19,Parks & Community Services,RNG204 - Commnty Svcs Supv,105102.24,,15469.41,21974.33,142545.98,16342
20,Parks & Community Services,RNG204 - Commnty Svcs Supv,106710.24,,11884.23,22446.47,141040.94,16343
21,Parks & Community Services,RNG204 - Commnty Svcs Supv,8972.56,,1310.26,1896.99,12179.81,16344
15,Parks & Community Services,RNG204 - Commnty Svcs Supv,38836.35,,7588.63,7270.97,53695.95,16345
16,Parks & Community Services,RNG204 - Commnty Svcs Supv,97085.28,,19252.49,18189.85,134527.62,16346
17,Parks & Community Services,RNG204 - Commnty Svcs Supv,100196.3,,17335.86,19823.06,137355.22,16347
18,Parks & Community Services,RNG204 - Commnty Svcs Supv,104083.68,,15449.83,21362.49,140896,16348
19,Parks & Community Services,RNG204 - Commnty Svcs Supv,106382.24,,15469.41,22077.98,143929.63,16349
20,Parks & Community Services,RNG204 - Commnty Svcs Supv,107490.24,,11884.23,22405.7,141780.17,16350
21,Parks & Community Services,RNG204 - Commnty Svcs Supv,9037.56,,1310.26,1893.9,12241.72,16351
15,Parks & Community Services,RNG204 - Commnty Svcs Supv,16947.64,,3023.08,3191.36,23162.08,16352
16,Parks & Community Services,RNG204 - Commnty Svcs Supv,96073.92,,19252.49,18162.57,133488.98,16353
17,Parks & Community Services,RNG204 - Commnty Svcs Supv,99090.78,,17335.86,19780.86,136207.5,16354
18,Parks & Community Services,RNG204 - Commnty Svcs Supv,101803.68,,15447.63,21065.66,138316.97,16355
18,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,31915.14,,2573.52,4979.44,39468.1,16356
14,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,109739.76,,17073.33,18511.27,145324.36,16357
15,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,112112.48,,18140.15,20013.06,150265.69,16358
16,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,114520.56,,19252.49,21584.79,155357.84,16359
17,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,116554.8,,17335.86,23156.42,157047.08,16360
18,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,123107.74,,15451.19,25324.87,163883.8,16361
19,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,129397.92,,15470.81,27008.3,171877.03,16362
20,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,130814.16,,11884.23,27393.66,170092.05,16363
21,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,10906.58,,1310.26,2281.28,14498.12,16364
18,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,68905.25,,9017.02,14153.76,92076.03,16365
19,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,122769.84,,15470.45,25502.21,163742.5,16366
20,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,124836.08,,11884.23,26032.71,162753.02,16367
21,Parks & Community Services,RNG208 - Prks & Cmmnty Svcs Mgr,10479.24,,1310.26,2201.85,13991.35,16368
14,Parks & Community Services,RNG209 - Rec Prog Coord,82117.6,,17073.33,13792.21,112983.14,16369
15,Parks & Community Services,RNG209 - Rec Prog Coord,84060.88,,18140.15,14896.7,117097.73,16370
16,Parks & Community Services,RNG209 - Rec Prog Coord,10586.7,,2416.53,1983.38,14986.61,16371
14,Parks & Community Services,RNG209 - Rec Prog Coord,81477.6,,17073.33,13735.55,112286.48,16372
15,Parks & Community Services,RNG209 - Rec Prog Coord,83090.88,,18140.15,14826.34,116057.37,16373
16,Parks & Community Services,RNG209 - Rec Prog Coord,83913.6,,19252.49,15815.62,118981.71,16374
17,Parks & Community Services,RNG209 - Rec Prog Coord,85573.92,,17335.86,17116.32,120026.1,16375
18,Parks & Community Services,RNG209 - Rec Prog Coord,87730.32,,15446.77,18174.58,121351.67,16376
19,Parks & Community Services,RNG209 - Rec Prog Coord,90572.88,,15468.53,18971.15,125012.56,16377
20,Parks & Community Services,RNG209 - Rec Prog Coord,91958.64,,11945.02,19436.51,123340.17,16378
21,Parks & Community Services,RNG209 - Rec Prog Coord,7732.2,,1370.73,1710.14,10813.07,16379
14,Parks & Community Services,RNG209 - Rec Prog Coord,45777.6,,17073.33,7767.03,70617.96,16380
15,Parks & Community Services,RNG209 - Rec Prog Coord,46530.96,,18140.15,8364.56,73035.67,16381
16,Parks & Community Services,RNG209 - Rec Prog Coord,46991.52,,19252.49,8918.36,75162.37,16382
17,Parks & Community Services,RNG209 - Rec Prog Coord,47837.52,,17256.33,9581.78,74675.63,16383
18,Parks & Community Services,RNG209 - Rec Prog Coord,49508.5,,15921.85,10539.72,75970.07,16384
19,Parks & Community Services,RNG209 - Rec Prog Coord,50920.88,,15466.09,10665.05,77052.02,16385
20,Parks & Community Services,RNG209 - Rec Prog Coord,51496.8,,11884.23,10846.77,74227.8,16386
21,Parks & Community Services,RNG209 - Rec Prog Coord,4330.02,,1310.26,916.43,6556.71,16387
14,Parks & Community Services,RNG209 - Rec Prog Coord,81690.1,,17073.33,13817,112580.43,16388
15,Parks & Community Services,RNG209 - Rec Prog Coord,84310.88,,18140.15,14936.61,117387.64,16389
16,Parks & Community Services,RNG209 - Rec Prog Coord,84693.6,,19252.49,15879.6,119825.69,16390
17,Parks & Community Services,RNG209 - Rec Prog Coord,86203.92,,17335.86,17083.61,120623.39,16391
18,Parks & Community Services,RNG209 - Rec Prog Coord,88510.32,,15446.77,18158.23,122115.32,16392
19,Parks & Community Services,RNG209 - Rec Prog Coord,91352.88,,15468.53,18943.6,125765.01,16393
20,Parks & Community Services,RNG209 - Rec Prog Coord,63030.58,,8561.54,13039.84,84631.96,16394
14,Parks & Community Services,RNG209 - Rec Prog Coord,82497.6,,17073.33,13794.92,113365.85,16395
15,Parks & Community Services,RNG209 - Rec Prog Coord,88920.02,,18129.24,16217.26,123266.52,16396
16,Parks & Community Services,RNG209 - Rec Prog Coord,3707.16,,805.51,695.84,5208.51,16397
14,Parks & Community Services,RNG209 - Rec Prog Coord,81477.6,,17073.33,13807.36,112358.29,16398
15,Parks & Community Services,RNG209 - Rec Prog Coord,24234.84,,5275.76,4105.09,33615.69,16399
14,Parks & Community Services,RNG209 - Rec Prog Coord,940.14,,196.5,158.49,1295.13,16400
16,Parks & Community Services,RNG209 - Rec Prog Coord,80617.2,,18446.98,15214.36,114278.54,16401
14,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,6818,168,,1547.85,8533.85,16402
17,Parks & Community Services,RNG209 - Rec Prog Coord,85423.92,,17335.86,17088.57,119848.35,16403
18,Parks & Community Services,RNG209 - Rec Prog Coord,87730.32,,15446.77,18179.69,121356.78,16404
15,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,9060,213.76,,2104.62,11378.38,16405
19,Parks & Community Services,RNG209 - Rec Prog Coord,90572.88,,15468.53,18966.14,125007.55,16406
16,Parks & Community Services,RPG801 - Park Patrol Offcr - PBP,64,,,16.97,80.97,16407
14,Parks & Community Services,RPR702 - Rec Asst 2 - PBP Rate 7,1298.03,,,337.55,1635.58,16408
