Year,Department,Job Code,Wages,Overtime,Fixed Benefits,Variable Benefits,Total,ObjectId
16,Information Technology,ING211 - Systems Analyst,4057.27,,805.51,767.68,5630.46,7477
18,Transportation,ING211 - Systems Analyst,16147.28,,2579.73,3350.3,22077.31,7478
19,Transportation,ING211 - Systems Analyst,101937.64,,15469.1,21299.02,138705.76,7479
20,Transportation,ING211 - Systems Analyst,101868.12,,11884.23,21396.13,135148.48,7480
21,Transportation,ING211 - Systems Analyst,8538.92,,1310.26,1808.64,11657.82,7481
14,Utilities,ING211 - Systems Analyst,89978.64,,17073.33,15181.96,122233.93,7482
15,Utilities,ING211 - Systems Analyst,91860.16,,18140.15,16417.94,126418.25,7483
16,Utilities,ING211 - Systems Analyst,92668.56,,19252.49,17484.42,129405.47,7484
17,Utilities,ING211 - Systems Analyst,94336.56,,17335.86,18833.62,130506.04,7485
18,Utilities,ING211 - Systems Analyst,80736.4,,12867.6,16681.23,110285.23,7486
14,Information Technology,ING211 - Systems Analyst,110134.5,,16991.46,18608.25,145734.21,7487
15,Information Technology,ING211 - Systems Analyst,112732.48,,18140.15,20270.91,151143.54,7488
16,Information Technology,ING211 - Systems Analyst,4741.69,,805.51,890.65,6437.85,7489
14,Information Technology,ING211 - Systems Analyst,110713.04,,17073.33,18532.58,146318.95,7490
15,Information Technology,ING211 - Systems Analyst,113232.48,,18140.15,20108.93,151481.56,7491
16,Information Technology,ING211 - Systems Analyst,4741.69,,805.51,889.39,6436.59,7492
14,Information Technology,ING211 - Systems Analyst,114533.64,,16811.33,19167.79,150512.76,7493
15,Information Technology,ING211 - Systems Analyst,58248.36,,8290.48,9406.79,75945.63,7494
14,Utilities,ING211 - Systems Analyst,11781.66,,3547.75,1876.47,17205.88,7495
17,Development Services,ING211 - Systems Analyst,38417.56,,6449.46,7898.79,52765.81,7496
18,Development Services,ING211 - Systems Analyst,96883.68,,15447.33,20002.74,132333.75,7497
19,Development Services,ING211 - Systems Analyst,100522.64,,15469.1,21061.31,137053.05,7498
20,Development Services,ING211 - Systems Analyst,101553.12,,11884.23,21418.51,134855.86,7499
21,Development Services,ING211 - Systems Analyst,8538.92,,1310.26,1809.44,11658.62,7500
14,Utilities,ING201 - Business Process Analyst,12566.67,,3591.88,2129.85,18288.4,7501
15,Utilities,ING201 - Business Process Analyst,64309.76,,18140.15,11540,93989.91,7502
16,Utilities,ING201 - Business Process Analyst,45603.55,,12888.16,8460.68,66952.39,7503
14,Development Services,ING201 - Business Process Analyst,85631.76,,17073.33,14502.62,117207.71,7504
15,Development Services,ING201 - Business Process Analyst,88127.12,,18140.15,15774.1,122041.37,7505
16,Development Services,ING201 - Business Process Analyst,88291.84,,19252.49,16674.22,124218.55,7506
17,Development Services,ING201 - Business Process Analyst,14963.2,,2820.66,2931.71,20715.57,7507
18,Development Services,ING201 - Business Process Analyst,92203.2,,15447.05,19103.11,126753.36,7508
19,Development Services,ING201 - Business Process Analyst,96650.72,,15468.81,20254.87,132374.4,7509
20,Development Services,ING201 - Business Process Analyst,12080.88,,1975.74,2543.29,16599.91,7510
14,Fire,ING201 - Business Process Analyst,83637.8,,17073.33,14170.2,114881.33,7511
15,Fire,ING201 - Business Process Analyst,88600.68,,18140.15,15887.95,122628.78,7512
16,Fire,ING201 - Business Process Analyst,89191.84,,19252.49,16883.69,125328.02,7513
17,Fire,ING201 - Business Process Analyst,91279.2,,17335.86,18284.62,126899.68,7514
18,Fire,ING201 - Business Process Analyst,93303.2,,15447.05,19356.82,128107.07,7515
19,Fire,ING201 - Business Process Analyst,83291.88,,13644.54,17683.65,114620.07,7516
15,Finance & Asset Management,ING201 - Business Process Analyst,79726.18,,18140.15,14253.7,112120.03,7517
16,Finance & Asset Management,ING201 - Business Process Analyst,85041.22,,19252.49,16040.28,120333.99,7518
17,Finance & Asset Management,ING201 - Business Process Analyst,66511.9,,13063.68,13128.88,92704.46,7519
16,Finance & Asset Management,ING201 - Business Process Analyst,82518.63,,18446.98,15654.55,116620.16,7520
17,Finance & Asset Management,ING201 - Business Process Analyst,90117.46,,17335.86,18083.28,125536.6,7521
18,Finance & Asset Management,ING201 - Business Process Analyst,35918.12,,5147.04,6354.79,47419.95,7522
18,Finance & Asset Management,ING201 - Business Process Analyst,63558.82,,11653.64,13321.15,88533.61,7523
19,Finance & Asset Management,ING201 - Business Process Analyst,90061.2,,16117.26,19663.7,125842.16,7524
20,Finance & Asset Management,ING201 - Business Process Analyst,97761.04,,11884.23,20598.07,130243.34,7525
21,Finance & Asset Management,ING201 - Business Process Analyst,8126.4,,1310.26,1721.54,11158.2,7526
17,Development Services,ING201 - Business Process Analyst,27109.8,,7216.88,5760.34,40087.02,7527
18,Development Services,ING201 - Business Process Analyst,67013.07,,16171.25,14634.45,97818.77,7528
19,Development Services,ING201 - Business Process Analyst,73688.31,,15467.21,15534.67,104690.19,7529
20,Development Services,ING201 - Business Process Analyst,77419.83,,11884.23,16400.35,105704.41,7530
21,Development Services,ING201 - Business Process Analyst,6817.54,,1310.26,1446.48,9574.28,7531
14,Development Services,ING201 - Business Process Analyst,14722.25,,3591.88,2500.96,20815.09,7532
15,Development Services,ING201 - Business Process Analyst,82128.05,,18140.15,14726.76,114994.96,7533
16,Development Services,ING201 - Business Process Analyst,85687.44,,19252.49,16125.54,121065.47,7534
17,Development Services,ING201 - Business Process Analyst,56529.37,,10886.4,11008.1,78423.87,7535
15,Utilities,ING201 - Business Process Analyst,63126.73,,14371.75,11337.98,88836.46,7536
16,Utilities,ING201 - Business Process Analyst,72216.87,,16110.2,12916.34,101243.41,7537
15,Finance & Asset Management,ING201 - Business Process Analyst,20250,,4573.91,3818.47,28642.38,7538
16,Finance & Asset Management,ING201 - Business Process Analyst,84869.4,,19252.49,16018.03,120139.92,7539
17,Finance & Asset Management,ING201 - Business Process Analyst,89443.9,,17335.86,17871.3,124651.06,7540
18,Finance & Asset Management,ING201 - Business Process Analyst,92203.2,,15514.49,19169.1,126886.79,7541
19,Finance & Asset Management,ING201 - Business Process Analyst,14210.55,,2586.14,2986.06,19782.75,7542
16,Development Services,ING201 - Business Process Analyst,75753.4,,18446.98,14314.73,108515.11,7543
17,Development Services,ING201 - Business Process Analyst,6336.72,,1451.52,960.69,8748.93,7544
16,Utilities,ING201 - Business Process Analyst,9545.45,,3142.29,1821.62,14509.36,7545
17,Utilities,ING201 - Business Process Analyst,73784.64,,17335.86,14864.78,105985.28,7546
18,Utilities,ING201 - Business Process Analyst,75934.18,,15442.74,15713.74,107090.66,7547
17,Development Services,ING201 - Business Process Analyst,44575.93,,10078.26,9189.8,63843.99,7548
18,Development Services,ING201 - Business Process Analyst,81499.56,,15446.51,16924.07,113870.14,7549
19,Development Services,ING201 - Business Process Analyst,46077.32,,8373.13,9519.64,63970.09,7550
17,Development Services,ING201 - Business Process Analyst,42030.35,,10078.26,8698.26,60806.87,7551
18,Development Services,ING201 - Business Process Analyst,77595.24,,15447.32,16163.21,109205.77,7552
19,Development Services,ING201 - Business Process Analyst,66642.81,,12234.84,13906.19,92783.84,7553
20,Development Services,ING201 - Business Process Analyst,61300,,9249.91,13032.39,83582.3,7554
21,Development Services,ING201 - Business Process Analyst,6473.24,,1310.26,1373.57,9157.07,7555
18,Finance & Asset Management,ING201 - Business Process Analyst,6058.64,,2590.83,2500.01,11149.48,7556
19,Finance & Asset Management,ING201 - Business Process Analyst,7357.34,,1905.51,2387.13,11649.98,7557
18,Utilities,ING201 - Business Process Analyst,3465.91,,1291.22,723.45,5480.58,7558
19,Utilities,ING201 - Business Process Analyst,29752.98,,5797.76,6066.8,41617.54,7559
19,Utilities,ING201 - Business Process Analyst,42187.5,,9026.29,8911.29,60125.08,7560
20,Utilities,ING201 - Business Process Analyst,78368.4,,11884.23,16600.75,106853.38,7561
21,Utilities,ING201 - Business Process Analyst,6918.96,,1310.26,1472.63,9701.85,7562
20,Development Services,ING201 - Business Process Analyst,68330,,9249.91,14496.35,92076.26,7563
21,Development Services,ING201 - Business Process Analyst,6894.5,,1310.26,1470.85,9675.61,7564
14,Information Technology,ING203 - Database Adminstr,109801.28,,16925.95,18412.26,145139.49,7565
15,Information Technology,ING203 - Database Adminstr,112732.48,,18140.15,20043.9,150916.53,7566
16,Information Technology,ING203 - Database Adminstr,4741.69,,805.51,890.41,6437.61,7567
14,Information Technology,ING205 - Lead GIS Analyst,122014.47,,16925.95,18408.63,157349.05,7568
14,Information Technology,ING206 - Sr GIS Analyst,93320.7,,16999.64,15921.71,126242.05,7569
15,Information Technology,ING206 - Sr GIS Analyst,96420,,18140.15,17292.65,131852.8,7570
16,Information Technology,ING206 - Sr GIS Analyst,4057.27,,805.51,767.16,5629.94,7571
14,Information Technology,ING206 - Sr GIS Analyst,94138.9,,16999.64,15849.26,126987.8,7572
15,Information Technology,ING206 - Sr GIS Analyst,62071.95,,9797.84,9506.28,81376.07,7573
14,Information Technology,ING208 - Info Tech Mgr,136406.88,,17073.33,21762.18,175242.39,7574
15,Information Technology,ING208 - Info Tech Mgr,100785.08,,9044.16,14002.8,123832.04,7575
14,Information Technology,ING208 - Info Tech Mgr,136352.88,,17073.33,21764.34,175190.55,7576
15,Information Technology,ING208 - Info Tech Mgr,138802.72,,18140.15,23514.96,180457.83,7577
16,Information Technology,ING208 - Info Tech Mgr,140463.92,,19252.49,25080.24,184796.65,7578
17,Information Technology,ING208 - Info Tech Mgr,17636.88,,2177.28,3346.52,23160.68,7579
14,Information Technology,ING208 - Info Tech Mgr,136352.88,,17073.33,21698.87,175125.08,7580
15,Information Technology,ING208 - Info Tech Mgr,102987.04,,13566.24,17936.72,134490,7581
14,Information Technology,ING208 - Info Tech Mgr,140596.98,,16942.33,22337.42,179876.73,7582
15,Information Technology,ING208 - Info Tech Mgr,144270.88,,18140.15,24146.81,186557.84,7583
16,Information Technology,ING208 - Info Tech Mgr,13031.07,,805.51,1672.5,15509.08,7584
15,Information Technology,ING208 - Info Tech Mgr,31178.94,,4573.91,5784.61,41537.46,7585
16,Information Technology,ING208 - Info Tech Mgr,129461.28,,19252.49,23633.66,172347.43,7586
17,Information Technology,ING208 - Info Tech Mgr,137787.42,,17403.6,26701.6,181892.62,7587
18,Information Technology,ING208 - Info Tech Mgr,147152.91,,16321.49,30313.48,193787.88,7588
19,Information Technology,ING208 - Info Tech Mgr,150052.4,,15472.08,30045.72,195570.2,7589
20,Information Technology,ING208 - Info Tech Mgr,153428.56,,11884.23,30974.48,196287.27,7590
21,Information Technology,ING208 - Info Tech Mgr,12765.68,,1310.26,2671.33,16747.27,7591
17,Information Technology,ING208 - Info Tech Mgr,127464.2,,15158.58,24228.06,166850.84,7592
18,Information Technology,ING208 - Info Tech Mgr,150137.44,,15450.48,29437.65,195025.57,7593
19,Information Technology,ING208 - Info Tech Mgr,155306.4,,15472.34,30809.04,201587.78,7594
20,Information Technology,ING208 - Info Tech Mgr,157582.56,,11884.23,31576.25,201043.04,7595
21,Information Technology,ING208 - Info Tech Mgr,13120.18,,1310.26,2741.6,17172.04,7596
15,Information Technology,ING208 - Info Tech Mgr,79279.56,,12110.71,14496.61,105886.88,7597
16,Information Technology,ING208 - Info Tech Mgr,127121.03,,19252.49,23445.53,169819.05,7598
17,Information Technology,ING208 - Info Tech Mgr,10681.84,,1451.52,1653.65,13787.01,7599
17,Information Technology,ING208 - Info Tech Mgr,123499.9,,15158.58,23812.77,162471.25,7600
15,Finance & Asset Management,ING301 - Data Analyst,0,,69.59,46.75,116.34,7601
14,Transportation,ING301 - Data Analyst,70145.52,379.4,17073.33,12060.89,99659.14,7602
15,Transportation,ING301 - Data Analyst,71684.4,180.56,18140.15,12986.26,102991.37,7603
16,Transportation,ING301 - Data Analyst,75717.92,,19252.49,14394.91,109365.32,7604
17,Transportation,ING301 - Data Analyst,77340.34,,17335.86,15576.87,110253.07,7605
18,Transportation,ING301 - Data Analyst,79439.76,,16030.27,17186.21,112656.24,7606
19,Transportation,ING301 - Data Analyst,82763.76,,15468,17387.38,115619.14,7607
20,Transportation,ING301 - Data Analyst,83468.48,,11884.23,17618.6,112971.31,7608
21,Transportation,ING301 - Data Analyst,7001.5,,1310.26,1488.97,9800.73,7609
20,Utilities,ING301 - Data Analyst,25591.6,55.36,1346.95,5437.97,32431.88,7610
21,Utilities,ING301 - Data Analyst,6778.26,,1310.26,1441.8,9530.32,7611
14,Fire,ING301 - Data Analyst,73777.92,425.64,17073.33,12438.87,103715.76,7612
15,Fire,ING301 - Data Analyst,76238.8,325.56,18140.15,13610.03,108314.54,7613
18,Information Technology,ING227 - IT Systems Analyst 2,97975.18,,15447.4,20218.53,133641.11,7614
16,Fire,ING301 - Data Analyst,76983.52,356.18,19252.49,14477.52,111069.71,7615
17,Fire,ING301 - Data Analyst,79174.4,669.38,17335.86,15847.29,113026.93,7616
18,Fire,ING301 - Data Analyst,79439.76,887.98,15446.27,16532.98,112306.99,7617
19,Information Technology,ING227 - IT Systems Analyst 2,105102.24,,15603.05,22095.54,142800.83,7618
19,Fire,ING301 - Data Analyst,84327.08,1182.92,15468,17685.67,118663.67,7619
19,Information Technology,ING241 - Technology Business Analyst 2,86437.58,68.49,14809.76,17829.3,119145.13,7620
20,Information Technology,ING227 - IT Systems Analyst 2,107010.24,,11884.23,22480.53,141375,7621
20,Fire,ING301 - Data Analyst,84438.84,,11884.23,17722.01,114045.08,7622
20,Information Technology,ING241 - Technology Business Analyst 2,66733.4,,9249.91,14136.62,90119.93,7623
16,Information Technology,ING240 - Technology Business Analyst 3,20373.1,,4027.55,3811.98,28212.63,7624
21,Information Technology,ING227 - IT Systems Analyst 2,8972.56,,1310.26,1898.19,12181.01,7625
21,Fire,ING301 - Data Analyst,7001.5,,1310.26,1487.37,9799.13,7626
21,Information Technology,ING241 - Technology Business Analyst 2,6733.4,,1310.26,1434.05,9477.71,7627
14,Fire,ING240 - Technology Business Analyst 3,92097.68,,16171.37,15135.69,123404.74,7628
17,Information Technology,ING227 - IT Systems Analyst 2,48409.12,,9352.5,10019.42,67781.04,7629
14,Finance & Asset Management,ING301 - Data Analyst,73777.92,4708.71,17073.33,13237.86,108797.82,7630
14,Information Technology,ING243 - IT Project Manager 3,2662.45,,409.35,444.5,3516.3,7631
15,Fire,ING240 - Technology Business Analyst 3,92062.26,,16990.56,16355.75,125408.57,7632
18,Information Technology,ING227 - IT Systems Analyst 2,72130.07,,12224.22,14618.17,98972.46,7633
14,Finance & Asset Management,ING301 - Data Analyst,75191.64,6381.59,17073.33,13844.72,112491.28,7634
15,Information Technology,ING243 - IT Project Manager 3,-3106.17,,17.39,-570.06,-3658.84,7635
16,Fire,ING240 - Technology Business Analyst 3,98062.45,,19178.14,18509.6,135750.19,7636
17,Information Technology,ING227 - IT Systems Analyst 2,35738.67,,7900.98,7447.2,51086.85,7637
15,Finance & Asset Management,ING301 - Data Analyst,81047.9,,18140.15,14563.96,113752.01,7638
16,Information Technology,ING243 - IT Project Manager 3,28450.14,,4833.06,5322.16,38605.36,7639
17,Fire,ING240 - Technology Business Analyst 3,99127.2,,17335.86,19754.91,136217.97,7640
18,Information Technology,ING227 - IT Systems Analyst 2,89113.64,,15447.01,18504.23,123064.88,7641
16,Finance & Asset Management,ING301 - Data Analyst,3424.01,,805.51,648.56,4878.08,7642
17,Information Technology,ING243 - IT Project Manager 3,95855.23,,15884.34,19077.3,130816.87,7643
15,Information Technology,ING304 - IT End User Support 2,559.65,,222.86,177.84,960.35,7644
18,Fire,ING240 - Technology Business Analyst 3,101803.68,,15447.63,21055.94,138307.25,7645
19,Fire,ING240 - Technology Business Analyst 3,106317.24,,15469.41,22226.31,144012.96,7646
20,Fire,ING240 - Technology Business Analyst 3,106960.24,,11884.23,22489.29,141333.76,7647
21,Fire,ING240 - Technology Business Analyst 3,8972.56,,1310.26,1892.6,12175.42,7648
15,Information Technology,ING240 - Technology Business Analyst 3,100,,,12.63,112.63,7649
16,Information Technology,ING240 - Technology Business Analyst 3,95564.71,,18446.98,17947.74,131959.43,7650
17,Information Technology,ING240 - Technology Business Analyst 3,8325.6,,1451.52,1584.36,11361.48,7651
20,Information Technology,ING240 - Technology Business Analyst 3,56156.94,,5298.43,11857.33,73312.7,7652
21,Information Technology,ING240 - Technology Business Analyst 3,8499.34,,1310.26,1801.29,11610.89,7653
14,Information Technology,ING240 - Technology Business Analyst 3,80594.34,,17073.33,13663.23,111330.9,7654
15,Information Technology,ING240 - Technology Business Analyst 3,86299.5,,18140.15,15499.82,119939.47,7655
16,Information Technology,ING240 - Technology Business Analyst 3,92011.63,,19252.49,17383.1,128647.22,7656
17,Information Technology,ING240 - Technology Business Analyst 3,98238.64,,17335.86,19642.8,135217.3,7657
18,Information Technology,ING240 - Technology Business Analyst 3,101803.68,,15380.79,20973.64,138158.11,7658
19,Information Technology,ING240 - Technology Business Analyst 3,105102.24,,14634.01,21127.54,140863.79,7659
20,Information Technology,ING240 - Technology Business Analyst 3,47638.26,,7244.38,10507.48,65390.12,7660
18,Fire,ING240 - Technology Business Analyst 3,500,,49.58,162.77,712.35,7661
